"price","product_url","product_id","id"
"95000",https://www.eauqtion.com/details/733/KBV-887C,733,
"95000",https://www.eauqtion.com/details/734/KCA-018S,734,
"75000",https://www.eauqtion.com/details/736/KCL-510R,736,
"251000",https://www.eauqtion.com/details/740/KCB-657B,740,
"396800",https://www.eauqtion.com/details/741/KCE-044Y,741,
"281000",https://www.eauqtion.com/details/743/KCV-605Y,743,
"720000",https://www.eauqtion.com/details/744/KHMA-402H,744,
"95000",https://www.eauqtion.com/details/745/KAV-947U,745,
"90001",https://www.eauqtion.com/details/746/KBB-532K,746,
"225500",https://www.eauqtion.com/details/747/KCL-091H,747,
"85000",https://www.eauqtion.com/details/748/KCW-573C,748,
"90000",https://www.eauqtion.com/details/749/KBZ-764J,749,
"95000",https://www.eauqtion.com/details/750/KCW-849Y,750,
"90001",https://www.eauqtion.com/details/751/KBR-988Q,751,
"90000",https://www.eauqtion.com/details/752/KCG-135G,752,
"90000",https://www.eauqtion.com/details/753/KCG-163C,753,
"90000",https://www.eauqtion.com/details/754/KCJ-329F,754,
"70000",https://www.eauqtion.com/details/755/KCM-147W,755,
"310000",https://www.eauqtion.com/details/756/KCQ-813S,756,
"90000",https://www.eauqtion.com/details/757/KCS-219F,757,
"470000",https://www.eauqtion.com/details/758/KCU-433P,758,
"95000",https://www.eauqtion.com/details/760/KBB-275W,760,
"90000",https://www.eauqtion.com/details/761/KCY-264E,761,
"421101",https://www.eauqtion.com/details/737/KCT-588G,737,
"78100",https://www.eauqtion.com/details/763/KCF-825Z,763,
"80000",https://www.eauqtion.com/details/768/KMCU-702Z,768,
"70000",https://www.eauqtion.com/details/776/KCT-131C,776,
"70100",https://www.eauqtion.com/details/777/GKB-022M,777,
"435000",https://www.eauqtion.com/details/778/KBM-619W,778,
"90000",https://www.eauqtion.com/details/862/KBW-210D,862,
"95000",https://www.eauqtion.com/details/863/KAW-764G,863,
"510000",https://www.eauqtion.com/details/864/KBM-305U,864,
"70000",https://www.eauqtion.com/details/865/KBS-117M,865,
"50000",https://www.eauqtion.com/details/866/KCH-343L,866,
"80000",https://www.eauqtion.com/details/867/KCH-107Y,867,
"405000",https://www.eauqtion.com/details/868/KCN-383A,868,
"255000",https://www.eauqtion.com/details/869/KCQ-350P,869,
"500000",https://www.eauqtion.com/details/870/KCS-386C,870,
"85000",https://www.eauqtion.com/details/871/KCW-902A,871,
"50000",https://www.eauqtion.com/details/762/KBY-314K,762,
"310000",https://www.eauqtion.com/details/738/KCZ-887E,738,
"80001",https://www.eauqtion.com/details/739/KCU-983L,739,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"225000",https://www.eauqtion.com/details/733/KBV-887C,733,
"0",https://www.eauqtion.com/details/734/KCA-018S,734,
"80001",https://www.eauqtion.com/details/739/KCU-983L,739,
"251000",https://www.eauqtion.com/details/740/KCB-657B,740,
"396800",https://www.eauqtion.com/details/741/KCE-044Y,741,
"281000",https://www.eauqtion.com/details/743/KCV-605Y,743,
"710000",https://www.eauqtion.com/details/744/KHMA-402H,744,
"90000",https://www.eauqtion.com/details/745/KAV-947U,745,
"90001",https://www.eauqtion.com/details/746/KBB-532K,746,
"225500",https://www.eauqtion.com/details/747/KCL-091H,747,
"296303",https://www.eauqtion.com/details/748/KCW-573C,748,
"421101",https://www.eauqtion.com/details/737/KCT-588G,737,
"181000",https://www.eauqtion.com/details/750/KCW-849Y,750,
"90001",https://www.eauqtion.com/details/751/KBR-988Q,751,
"225000",https://www.eauqtion.com/details/752/KCG-135G,752,
"185000",https://www.eauqtion.com/details/753/KCG-163C,753,
"0",https://www.eauqtion.com/details/754/KCJ-329F,754,
"155000",https://www.eauqtion.com/details/755/KCM-147W,755,
"255000",https://www.eauqtion.com/details/756/KCQ-813S,756,
"210000",https://www.eauqtion.com/details/757/KCS-219F,757,
"470000",https://www.eauqtion.com/details/758/KCU-433P,758,
"185000",https://www.eauqtion.com/details/760/KBB-275W,760,
"90000",https://www.eauqtion.com/details/761/KCY-264E,761,
"180001",https://www.eauqtion.com/details/762/KBY-314K,762,
"0",https://www.eauqtion.com/details/763/KCF-825Z,763,
"80000",https://www.eauqtion.com/details/768/KMCU-702Z,768,
"0",https://www.eauqtion.com/details/776/KCT-131C,776,
"0",https://www.eauqtion.com/details/777/GKB-022M,777,
"350001",https://www.eauqtion.com/details/778/KBM-619W,778,
"135000",https://www.eauqtion.com/details/862/KBW-210D,862,
"0",https://www.eauqtion.com/details/863/KAW-764G,863,
"505000",https://www.eauqtion.com/details/864/KBM-305U,864,
"70000",https://www.eauqtion.com/details/865/KBS-117M,865,
"0",https://www.eauqtion.com/details/736/KCL-510R,736,
"243009",https://www.eauqtion.com/details/867/KCH-107Y,867,
"401500",https://www.eauqtion.com/details/868/KCN-383A,868,
"255000",https://www.eauqtion.com/details/869/KCQ-350P,869,
"500000",https://www.eauqtion.com/details/870/KCS-386C,870,
"85000",https://www.eauqtion.com/details/871/KCW-902A,871,
"310000",https://www.eauqtion.com/details/738/KCZ-887E,738,
"50000",https://www.eauqtion.com/details/866/KCH-343L,866,
"90000",https://www.eauqtion.com/details/749/KBZ-764J,749,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
